大項目,中項目,小項目,設問,設問様式,選択肢,配点
4社会・社会貢献,1.社会貢献,"B.主な社会貢献活動
",(1)主な社会貢献活動の取組みについて教えてください（活動は３つまで記入可）,複数。活動ごと複数、ただし一部択一,b1.取組みがある　活動１について,－
4社会・社会貢献,1.社会貢献,"B.主な社会貢献活動
",(1)主な社会貢献活動の取組みについて教えてください（活動は３つまで記入可）,複数。活動ごと複数、ただし一部択一,①活動が10年以上継続している（①と②は択一）,3
4社会・社会貢献,1.社会貢献,"B.主な社会貢献活動
",(1)主な社会貢献活動の取組みについて教えてください（活動は３つまで記入可）,複数。活動ごと複数、ただし一部択一,②5年以上継続している（①と②は択一）,3
4社会・社会貢献,1.社会貢献,"B.主な社会貢献活動
",(1)主な社会貢献活動の取組みについて教えてください（活動は３つまで記入可）,複数。活動ごと複数、ただし一部択一,③活動内容が直接の目的だけでなく他分野の社会的課題の解決にも波及効果を生んでいる,3
4社会・社会貢献,1.社会貢献,"B.主な社会貢献活動
",(1)主な社会貢献活動の取組みについて教えてください（活動は３つまで記入可）,複数。活動ごと複数、ただし一部択一,④活動に社員も自主的に参加する仕組みがある,3
4社会・社会貢献,1.社会貢献,"B.主な社会貢献活動
",(1)主な社会貢献活動の取組みについて教えてください（活動は３つまで記入可）,複数。活動ごと複数、ただし一部択一,⑤活動が複数年にわたりNGOとパートナーシップでおこなわれている,3
4社会・社会貢献,1.社会貢献,"B.主な社会貢献活動
",(1)主な社会貢献活動の取組みについて教えてください（活動は３つまで記入可）,複数。活動ごと複数、ただし一部択一,⑥活動が資金の提供だけにとどまらない,3
4社会・社会貢献,1.社会貢献,"B.主な社会貢献活動
",(1)主な社会貢献活動の取組みについて教えてください（活動は３つまで記入可）,複数。活動ごと複数、ただし一部択一,b2.取組みがある　活動2について,－
4社会・社会貢献,1.社会貢献,"B.主な社会貢献活動
",(1)主な社会貢献活動の取組みについて教えてください（活動は３つまで記入可）,複数。活動ごと複数、ただし一部択一,①活動が10年以上継続している（①と②は択一）,3
4社会・社会貢献,1.社会貢献,"B.主な社会貢献活動
",(1)主な社会貢献活動の取組みについて教えてください（活動は３つまで記入可）,複数。活動ごと複数、ただし一部択一,②5年以上継続している（①と②は択一）,3
4社会・社会貢献,1.社会貢献,"B.主な社会貢献活動
",(1)主な社会貢献活動の取組みについて教えてください（活動は３つまで記入可）,複数。活動ごと複数、ただし一部択一,③活動内容が直接の目的だけでなく他分野の社会的課題の解決にも波及効果を生んでいる,3
4社会・社会貢献,1.社会貢献,"B.主な社会貢献活動
",(1)主な社会貢献活動の取組みについて教えてください（活動は３つまで記入可）,複数。活動ごと複数、ただし一部択一,④活動に社員も自主的に参加する仕組みがある,3
4社会・社会貢献,1.社会貢献,"B.主な社会貢献活動
",(1)主な社会貢献活動の取組みについて教えてください（活動は３つまで記入可）,複数。活動ごと複数、ただし一部択一,⑤活動が複数年にわたりNGOとパートナーシップでおこなわれている,3
4社会・社会貢献,1.社会貢献,"B.主な社会貢献活動
",(1)主な社会貢献活動の取組みについて教えてください（活動は３つまで記入可）,複数。活動ごと複数、ただし一部択一,⑥活動が資金の提供だけにとどまらない,3
